candidate,r1_percent,r1_count,r1_transfer
DAVE FERGUSON,12.348,3635.0,
CARMEN CHU,52.329,15405.0,
writeIns,0.18,53.0,
RON DUDUM,35.144,10346.0,
exhaust,0.0,0.0,
colsum,100.001,29439.0,
