candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer,r5_active_percent,r5_count,r5_transfer,r6_active_percent,r6_count,r6_transfer,r7_active_percent,r7_count,r7_transfer
writeIns,0.704,226.0,16.58552041609374,0.83,242.58552041609371,-242.58552041609371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Carol Becker,52.132,16727.0,-6031.0,36.606,10696.0,0.0,36.885,10696.0,0.0,37.455,10696.0,0.0,40.246,10696.0,0.0,44.255,10696.0,0.0,52.143,10696.0,
DeWayne Townsend,7.24,2323.0,908.5980749686136,11.06,3231.598074968613,4.721109583308423,11.16,3236.319184551922,128.32049979075745,11.782,3364.639684342679,309.58707478926283,13.825,3674.2267591319423,-3674.2267591319423,0.0,0.0,0.0,0.0,0.0,
David Wheeler,19.033,6107.0,1132.8631553775333,24.778,7239.863155377533,5.360554791654211,24.985,7245.223710169187,245.0154241645244,26.229,7490.239134333711,617.3836910384408,30.507,8107.622825372152,725.930710826807,36.549,8833.553536198959,983.4129849943205,47.857,9816.966521193279,
James Elliot Swartwood,3.039,975.0,185.68571770191903,3.972,1160.685717701919,3.3605547916542116,4.014,1164.046272493573,-1164.046272493573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
R. Michael Martens,8.658,2778.0,342.8876068631553,10.681,3120.8876068631553,3.0,10.773,3123.8876068631553,149.59939020744903,11.463,3273.486997070604,-3273.486997070604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Phil Willkie,9.194,2950.0,577.248221438393,12.072,3527.2482214383926,5.721109583308423,12.183,3532.9693310217012,199.53159562384167,13.07,3732.500926645543,366.03545166497275,15.422,4098.536378310516,540.9445806181621,19.196,4639.480958928678,-4639.480958928678,0.0,0.0,
exhaust,0.0,0.0,2867.1317032342918,0.0,2867.1317032342918,220.42219166616846,0.0,3087.5538949004604,441.57936270700066,0.0,3529.133257607461,1980.4807795779277,0.0,5509.614037185389,2407.351467686973,0.0,7916.965504872362,3656.0679739343573,0.0,11573.03347880672,
colsum,100.00000000000001,32086.0,-9.094947017729282e-13,99.999,32086.0,0.0,100.0,32085.999999999993,1.1368683772161603e-13,99.999,32086.0,2.2737367544323206e-13,100.0,32086.0,-4.547473508864641e-13,100.0,32086.0,0.0,100.0,32086.0,
