candidate,r1_active_percent,r1_count,r1_transfer
KENNETH PON,18.946,4708.0,
DEBORAH COX,65.154,16190.0,
EVA ARCE,15.9,3951.0,
exhaust,0.0,94.0,
colsum,100.0,24943.0,
