candidate,r1_percent,r1_count,r1_transfer
David Pascal,12.28,4235.0,317
Roger E. Schulke,5.674,1957.0,302
Jay R. Shah,4.022,1387.0,-1387
Steve Braccini,16.791,5791.0,239
Michela Alioto-pier,61.233,21118.0,367
exhaust,0.0,0.0,162
colsum,100.0,34488.0,0
