candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer,r5_percent,r5_count,r5_transfer,r6_percent,r6_count,r6_transfer,r7_percent,r7_count,r7_transfer
writeIns,0.704,226.0,16.587353779318864,0.83,242.58735377931885,-242.58735377931885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Carol Becker,52.132,16727.0,-6031.666666666666,36.605,10695.333333333332,0.0,36.883,10695.333333333332,0.0,37.453,10695.333333333332,0.0,40.244,10695.333333333332,0.0,44.253,10695.333333333332,0.0,52.141,10695.333333333332,
DeWayne Townsend,7.24,2323.0,908.6985113887725,11.06,3231.698511388772,4.721189294752993,11.161,3236.419700683525,128.32340925848428,11.783,3364.7431099420096,309.5947669436639,13.826,3674.3378768856737,-3674.3378768856737,0.0,0.0,0.0,0.0,0.0,
Phil Willkie,9.194,2950.0,577.3120304497718,12.072,3527.3120304497716,5.721189294752993,12.184,3533.0332197445246,199.53530220601422,13.071,3732.568521950539,366.0408720432036,15.422,4098.609393993742,540.9664614096969,19.197,4639.575855403439,-4639.575855403439,0.0,0.0,
David Wheeler,19.033,6107.0,1132.9883820569537,24.779,7239.988382056953,5.360594647376496,24.986,7245.34897670433,245.02227934875748,26.23,7490.371256053088,617.3940136705127,30.508,8107.7652697236,725.9515952252844,36.55,8833.716864948885,983.4311592036826,47.859,9817.148024152566,
R. Michael Martens,8.658,2778.0,342.9255096550487,10.681,3120.9255096550487,3.0,10.773,3123.9255096550487,149.60221996373127,11.463,3273.5277296187796,-3273.5277296187796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
James Elliot Swartwood,3.039,975.0,185.706243398896,3.972,1160.7062433988958,3.3605946473764967,4.014,1164.0668380462723,-1164.0668380462723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
exhaust,0.0,0.0,2867.448635937905,0.0,2867.448635937905,220.42378589505986,0.0,3087.872421832965,441.58362726928516,0.0,3529.45604910225,1980.4980769613996,0.0,5509.95412606365,2407.4198202506923,0.0,7917.373946314342,3656.1446961997567,0.0,11573.518642514098,
colsum,100.0,32086.0,-4.547473508864641e-13,99.99899999999998,32085.999999999996,2.842170943040401e-14,100.00099999999999,32086.0,5.684341886080802e-14,100.0,32086.0,2.2737367544323206e-13,100.0,32086.0,0.0,100.0,32086.0,0.0,100.0,32086.0,
