candidate,r1_active_percent,r1_count,r1_transfer
MAX ANDERSON,60.355,3130.0,
DMITRI BELSER,39.047,2025.0,
writeIns,0.598,31.0,
exhaust,0.0,6.0,
colsum,99.99999999999999,5192.0,
