candidate,r1_percent,r1_count,r1_transfer
MIKE HUTCHINSON,44.845,4950.0,
writeIns,0.752,83.0,
ROSIE TORRES,54.403,6005.0,
exhaust,0.0,0.0,
colsum,100.0,11038.0,
