candidate,r1_active_percent,r1_count,r1_transfer
AIDAN HILL,9.046,254.0,
CECILIA ''CES'' ROSALES,34.437,967.0,
RIGEL ROBINSON,56.517,1587.0,
exhaust,0.0,9.0,
colsum,100.0,2817.0,
