candidate,r1_percent,r1_count,r1_transfer
writeIns,0.212,10.0,-10
Rick L. Nyhlen,18.652,880.0,1
Sandy Colvin Roy,64.328,3035.0,1
Brent Perry,2.755,130.0,1
Charley Underwood,14.053,663.0,0
exhaust,0.0,0.0,7
colsum,100.0,4718.0,0
