candidate,r1_active_percent,r1_count,r1_transfer
PAUL YBARRA ROBERTSON,4.259,7649.0,
LONDON N. BREED,70.284,126221.0,
"ROBERT L. JORDAN, JR.",1.369,2458.0,
ELLEN LEE ZHOU,13.924,25006.0,
writeIns,0.0,0.0,
JOEL VENTRESCA,7.396,13283.0,
MARC ROTH,0.004,7.0,
WILMA PANG,2.764,4963.0,
exhaust,0.0,603.0,
colsum,100.00000000000001,180190.0,
