candidate,r1_active_percent,r1_count,r1_transfer,r2_active_percent,r2_count,r2_transfer,r3_active_percent,r3_count,r3_transfer,r4_active_percent,r4_count,r4_transfer
CHRIS CROW,24.434,5687.0,7.0,24.66,5694.0,687.0,28.357,6381.0,1900.0,39.013,8281.0,
JUSTIN HUTCHISON,10.458,2434.0,9.0,10.58,2443.0,-2443.0,0.0,0.0,0.0,0.0,0.0,
BENNY LEE,44.129,10271.0,12.0,44.534,10283.0,516.0,47.991,10799.0,2146.0,60.987,12945.0,
writeIns,0.98,228.0,-228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
DARLENE DAEVU,20.0,4655.0,15.0,20.225,4670.0,652.0,23.651,5322.0,-5322.0,0.0,0.0,
exhaust,0.0,84.0,185.0,0.0,269.0,588.0,0.0,857.0,1276.0,0.0,2133.0,
colsum,100.001,23359.0,0.0,99.999,23359.0,0.0,99.999,23359.0,0.0,100.0,23359.0,
