candidate,r1_active_percent,r1_count,r1_transfer
ROB ANDERSON,5.648,2014.0,
writeIns,0.247,88.0,
ROSS MIRKARIMI,77.299,27564.0,
OWEN P. O''DONNELL,16.806,5993.0,
exhaust,0.0,104.0,
colsum,100.0,35763.0,
