candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer,r4_percent,r4_count,r4_transfer,r5_percent,r5_count,r5_transfer,r6_percent,r6_count,r6_transfer
"LARRY LIONEL YOUNG, JR.",8.866,1959.0,6,8.935,1965.0,-1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEX MILLER-COLE,9.065,2003.0,7,9.14,2010.0,119,9.882,2129.0,-2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAN SULLIVAN,25.961,5736.0,3,26.097,5739.0,397,28.48,6136.0,481,31.453,6617.0,530,35.642,7147.0,883,46.078,8030.0,-8030
LYNETTE GIBSON-MCELHANEY,23.566,5207.0,6,23.705,5213.0,294,25.56,5507.0,433,28.235,5940.0,898,34.101,6838.0,2559,53.922,9397.0,3237
DERRICK MUHAMMAD,14.266,3152.0,1,14.338,3153.0,357,16.291,3510.0,223,17.744,3733.0,-3733,0.0,0.0,0,0.0,0.0,0
writeIns,0.597,132.0,-132,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
NYEISHA DEWITT,17.678,3906.0,5,17.785,3911.0,352,19.786,4263.0,485,22.569,4748.0,1319,30.256,6067.0,-6067,0.0,0.0,0
exhaust,0.0,0.0,104,0.0,104.0,446,0.0,550.0,507,0.0,1057.0,986,0.0,2043.0,2625,0.0,4668.0,4793
colsum,99.999,22095.0,0,100.0,22095.0,0,99.999,22095.0,0.0,100.001,22095.0,0.0,99.999,22095.0,0.0,100.0,22095.0,0.0
