candidate,r1_active_percent,r1_count,r1_transfer
Abdi Warsame,50.166,3629.0,
writeIns,0.359,26.0,
Tiffini Forslund,0.083,6.0,
Fadumo Yusuf,2.53,183.0,
Mohamud Noor,46.862,3390.0,
exhaust,0.0,4.0,
colsum,100.0,7238.0,
