candidate,r1_percent,r1_count,r1_transfer,r2_percent,r2_count,r2_transfer,r3_percent,r3_count,r3_transfer
"Golden, Jared F.",46.42,20987.0,853,49.0,21840.0,1771,54.323,23611.0,13463
"Olson, Craig R.",8.832,3993.0,529,10.146,4522.0,-4522,0.0,0.0,0
"St. Clair, Lucas R.",39.243,17742.0,467,40.854,18209.0,1644,45.677,19853.0,-19853
"Fulford, Jonathan S.",5.505,2489.0,-2489,0.0,0.0,0,0.0,0.0,0
exhaust,0.0,0.0,640,0.0,640.0,1107,0.0,1747.0,6390
colsum,100.0,45211.0,0,100.0,45211.0,0,100.0,45211.0,0
