candidate,r1_active_percent,r1_count,r1_transfer
Laura Jean,11.969,231.0,
Robert Lilligren,52.85,1020.0,
Michael Tupper,15.13,292.0,
Bruce Lundeen,3.109,60.0,
writeIns,0.207,4.0,
Andy Exley,8.549,165.0,
M. Cali,8.187,158.0,
exhaust,0.0,0.0,
colsum,100.00099999999999,1930.0,
