candidate,r1_active_percent,r1_count,r1_transfer
Kris Broberg,26.384,1578.0,
writeIns,0.1,6.0,
Betsy Hodges,69.236,4141.0,
Joseph Henry,4.28,256.0,
exhaust,0.0,0.0,
colsum,100.0,5981.0,
