candidate,r1_percent,r1_count,r1_transfer
Michael Guest,42.804,2183.0,4
writeIns,0.843,43.0,-43
Jon Olson,56.353,2874.0,5
exhaust,0.0,0.0,34
colsum,100.0,5100.0,0
