candidate,r1_active_percent,r1_count,r1_transfer
Susan Howitz Hanna,13.479,535.0,
Mark Fox,3.855,153.0,
Larry Ranallo,23.709,941.0,
Kevin Reich,50.315,1997.0,
Thomas Alessi,8.566,340.0,
writeIns,0.076,3.0,
exhaust,0.0,0.0,
colsum,100.0,3969.0,
