candidate,r1_active_percent,r1_count,r1_transfer
AIMEE ENG,76.063,8907.0,
WILLIAM ''BO'' GHIRARDELLI,23.937,2803.0,
exhaust,0.0,17.0,
colsum,100.0,11727.0,
