Candidate 0000466SOPHIE HAHN                                       0000001000007000
Candidate 0000467STEPHEN MURPHY                                    0000002000007000
Candidate 0000103Write-In                                          0000003000007010
Contest   0000070Member, City Council, Dist. 5 - Berkeley (RCV)    0000070000000000
Precinct  0000001200100                                            0000001000000000
Precinct  0000002200200                                            0000002000000000
Precinct  0000003200300                                            0000003000000000
Precinct  0000004200600                                            0000004000000000
Precinct  0000005200700                                            0000005000000000
Precinct  0000006200800                                            0000006000000000
Precinct  0000007201000                                            0000007000000000
Precinct  0000008201100                                            0000008000000000
Precinct  0000009201300                                            0000009000000000
Precinct  0000010201400                                            0000010000000000
Precinct  0000011201410                                            0000011000000000
Precinct  0000012201500                                            0000012000000000
Precinct  0000013201700                                            0000013000000000
Precinct  0000014201710                                            0000014000000000
Precinct  0000015201800                                            0000015000000000
Precinct  0000016201900                                            0000016000000000
Precinct  0000017202010                                            0000017000000000
Precinct  0000018202110                                            0000018000000000
Precinct  0000019202310                                            0000019000000000
Precinct  0000020202500                                            0000020000000000
Precinct  0000021202520                                            0000021000000000
Precinct  0000022202540                                            0000022000000000
Precinct  0000023202600                                            0000023000000000
Precinct  0000024202620                                            0000024000000000
Precinct  0000025202710                                            0000025000000000
Precinct  0000026202900                                            0000026000000000
Precinct  0000027203100                                            0000027000000000
Precinct  0000028203200                                            0000028000000000
Precinct  0000029203300                                            0000029000000000
Precinct  0000030203400                                            0000030000000000
Precinct  0000031203500                                            0000031000000000
Precinct  0000032203800                                            0000032000000000
Precinct  0000033204000                                            0000033000000000
Precinct  0000034204100                                            0000034000000000
Precinct  0000035204210                                            0000035000000000
Precinct  0000036204220                                            0000036000000000
Precinct  0000037204230                                            0000037000000000
Precinct  0000038204240                                            0000038000000000
Precinct  0000039204300                                            0000039000000000
Precinct  0000040204310                                            0000040000000000
Precinct  0000041204510                                            0000041000000000
Precinct  0000042204600                                            0000042000000000
Precinct  0000043204900                                            0000043000000000
Precinct  0000044204910                                            0000044000000000
Precinct  0000045205000                                            0000045000000000
Precinct  0000046205100                                            0000046000000000
Precinct  0000047205200                                            0000047000000000
Precinct  0000048205500                                            0000048000000000
Precinct  0000049205600                                            0000049000000000
Precinct  0000050205700                                            0000050000000000
Precinct  0000051205800                                            0000051000000000
Precinct  0000052205900                                            0000052000000000
Precinct  0000053206000                                            0000053000000000
Precinct  0000054206100                                            0000054000000000
Precinct  0000055206200                                            0000055000000000
Precinct  0000056206300                                            0000056000000000
Precinct  0000057206400                                            0000057000000000
Precinct  0000058206600                                            0000058000000000
Precinct  0000059206900                                            0000059000000000
Precinct  0000060207000                                            0000060000000000
Precinct  0000061207010                                            0000061000000000
Precinct  0000062207100                                            0000062000000000
Precinct  0000063207200                                            0000063000000000
