Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,31019,1.3552983655179083,1
DAN KALB,25102,1.3314476934108836,1.0
KEVIN M. CORBETT,5917,1.4564813249957749,1
