Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,59144,2.322196672528067,3.0
BEN GOULD,1744,2.6123853211009176,3.0
BERNT RAINER WAHL,1673,2.5893604303646143,3
GUY ''MIKE'' LEE,954,2.541928721174004,3.0
JESSE ARREGUÍN,29039,2.370708357725817,3
KRISS WORTHINGTON,4746,2.5478297513695742,3.0
LAURIE CAPITELLI,18995,2.1149249802579626,2
NAOMI D. PETE,372,2.325268817204301,3.0
ZACHARY RUNNINGWOLF,1621,2.503392967304133,3
