Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,6256,2.5057544757033248,3.0
Carol Romero-Wirth,3310,2.5,3.0
Joe H. Arellano,923,2.3445287107258936,3
Nate Downey,2023,2.588729609490855,3
