Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,14625,1.787897435897436,1
AK Hassan,7091,1.8186433507262727,2
Abdi Gurhan Mohamed,5413,1.7029373729909478,1
Charles Exner,2069,1.9192846785886901,2
writeIns,52,1.2115384615384615,1.0
