Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,35659,2.1074623517204634,3
OWEN P. O''DONNELL,5993,2.3846153846153846,3
ROB ANDERSON,2014,2.411122144985104,3.0
ROSS MIRKARIMI,27564,2.027390799593673,2.0
writeIns,88,1.3636363636363635,1.0
