Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,45305,2.6104624213662952,3
"Fulford, Jonathan S.",2496,2.8822115384615383,4.0
"Golden, Jared F.",21017,2.552600275967074,3
"Olson, Craig R.",4002,2.788105947026487,3.0
"St. Clair, Lucas R.",17790,2.6007307476110175,3.0
