Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,52673,2.1807377593833652,3
"Bennett, Adrienne",16947,2.2840030683896857,3
"Brakey, Eric L.",12001,2.196233647196067,3
"Crafts, Dale John",23725,2.09913593256059,2
