Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,5100,1.371764705882353,1.0
Jon Olson,2874,1.3469032707028532,1.0
Michael Guest,2183,1.4049473202015574,1
writeIns,43,1.3488372093023255,1
