Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,48818,2.1202425334917447,2.0
CAROL J. BECKER,23931,2.0925995570598803,2
DAVID B WHEELER,16360,2.190403422982885,2.0
DAVID PASCOE,5807,2.018770449457551,2
DOUGLAS SEMBLA,2305,2.3136659436008675,3
writeIns,415,1.2939759036144578,1
