Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,7138,2.2401232838330065,3.0
CHERYL DAVILA,2215,2.3133182844243794,3
DARRYL MOORE,2837,2.1431089178709906,3
NANCI IRA ARMSTRONG-TEMPLE,2086,2.2943432406519655,2.0
