Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,17704,2.122401717126073,2.0
ANNIE CAMPBELL WASHINGTON,11358,2.0707871104067617,2.0
JILL BROADHURST,5335,2.215182755388941,2
PAUL LIM,1011,2.212660731948566,3
