Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,193197,2.3521793816674172,2
CHESA BOUDIN,68805,2.139684615943609,2
LEIF DAUTCH,27031,2.762531907809552,3
NANCY TUNG,37353,2.608732899633229,3
SUZY LOFTUS,60007,2.251304014531638,2
writeIns,1,1.0,1
