Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,28659,2.4185072752015073,3
AMY LEMLEY,7255,2.3655410062026188,3
CRAIG BRANDT,1386,2.5411255411255413,3.0
DAN KALB,8259,2.2742462767889573,3
DONALD MACLEAY,1858,2.6878363832077503,3.0
GORDON ''DON'' LINK,2152,2.5157992565055762,3.0
LEN RAPHAEL,1905,2.5412073490813647,3
RICHARD RAYA,5737,2.5223984660972634,3
writeIns,107,1.1682242990654206,1
