Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,134291,1.4441623042497262,1
BRENDA ROBERTS,46532,1.5894868047795065,2.0
COURTNEY RUBY,87759,1.367107647078932,1
