Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,20982,2.0763988180345057,2.0
ABEL GUILLÉN,8323,1.9944731467019103,2
KENZIE DONTE SMITH,1349,2.202372127501853,2
NIKKI FORTUNATO BAS,11310,2.121662245800177,2.0
