Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,20044,1.6529135901017762,2.0
CAROL LIBBRECHT,120,2.058333333333333,2.0
"DAVID L. ANDERSON, SR.",6742,1.6447641649362208,2.0
MICHAEL J. GREGORY,13030,1.6549501151189563,2.0
writeIns,152,1.519736842105263,1.0
