Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,13891,1.468648765387661,1
NOEL GALLO,7838,1.4247256953304415,1.0
VIOLA GONZALES,6053,1.525524533289278,2
