Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,14300,2.0455244755244757,2.0
Billy Menz,5069,2.0100611560465573,2
Chris Meyer,6357,2.0709454145036967,2
Mohamed Issa Barre,2792,2.077005730659026,2.0
writeIns,82,1.1951219512195121,1.0
