Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23673,2.0634055675241836,2
DEAN PRESTON,11239,2.0624610730492035,2
NOMVULA O'MEARA,278,2.7482014388489207,3.0
RYAN LAM,950,2.623157894736842,3.0
VALLIE BROWN,11206,1.9999107620917365,1.0
writeIns,0,0,0
