Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,79287,1.5188240190699611,2
BRENDA ROBERTS,60970,1.5101361325241922,2.0
LEN RAPHAEL,18317,1.5477425342577933,2
