Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,20604,3.9486022131624927,5.0
Alan Webber,8080,4.0131188118811885,5.0
Joseph M. Maestas,1649,4.163129169193451,5
Kate I. Noble,4611,4.175233138147907,5
Peter N. Ives,1238,4.095315024232633,5.0
Ronald S. Trujillo,5026,3.530441703143653,5.0
