Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,25791,2.295839633980846,3
BENNY LEE,7045,2.266004258339248,3
DAN DILLMAN,1824,2.3766447368421053,3.0
JEROMEY SHAFER,3567,2.3877207737594617,3
PAULINE RUSSO CUTTER,13355,2.2760014975664546,3
