Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23290,1.5658651781880635,2.0
CORINA N. LOPEZ,16415,1.5544928419128845,2
MAXINE OLIVER-BENSON,6875,1.5930181818181819,2
