Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,14684,2.2961046036502317,3.0
CORINA LOPEZ,7906,2.26726536807488,3.0
LEAH HALL,3486,2.306655192197361,3.0
MIA OUSLEY,3292,2.3541919805589306,3.0
