Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,144520,2.253584278992527,3.0
CAROL LEE TOLBERT,22606,2.451074935857737,3.0
IGNACIO DE LA FUENTE,42680,2.1881443298969074,3.0
MICK STORM,4567,2.5443398292095467,3
REBECCA KAPLAN,65041,2.1944004550975538,3
THERESA ANDERSON,8805,2.4248722316865416,3
writeIns,821,1.4518879415347137,1
