Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,8354,1.7487431170696672,1.0
Brad Bourn,4023,1.7265722097936862,2
Geneva Hanvik,277,2.0216606498194944,2
Meg Forney,3040,1.6953947368421052,1.0
Steven Jecha,978,1.9498977505112474,2.0
writeIns,36,1.1666666666666667,1.0
