Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23176,2.5176907145322747,3.0
Anita Grier,2806,2.5776906628652885,3.0
Fil M. Silverio,307,2.543973941368078,3
Gerardo Sandoval,7477,2.4009629530560384,3
Jose Medina,2869,2.62112234227954,3
Myrna Viray Lim,4280,2.5464953271028037,3.0
Rebecca Reynolds Silverberg,1816,2.6629955947136565,3.0
Rolando A. Bonialla,2293,2.505887483645879,3
Tom Yuen,1328,2.5474397590361444,3.0
