Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,5977,1.0294462104734816,1
PHOEBE SORGEN,292,1.2534246575342465,1.0
SUSAN WENGRAF,5601,1.016782717371898,1
writeIns,84,1.0952380952380953,1.0
