Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,15735,2.1356847791547504,2
LARRY E. REID,8464,2.0283553875236295,2.0
MARCIE HODGE,3947,2.284519888522929,3
NEHANDA IMARA,3324,2.2322503008423586,3.0
