Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,7848,1.8786952089704383,2.0
Carol Kummer,2964,1.849527665317139,2.0
Dan W. Peterson,369,2.016260162601626,2
Jason Stone,2788,1.8561692969870875,2.0
McClain Looney,151,2.1324503311258276,3
Steve Barland,1541,1.9344581440622972,2
writeIns,35,1.1428571428571428,1
