Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,31715,1.8167428661516634,2
Alix Amelia Rosenthal,9251,1.947897524591936,2
Bevan Dufty,20924,1.7403938061556108,1.0
Starchild,1537,2.067664281067014,2
writeIns,3,1.3333333333333333,1
