Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,14322,2.092584834520318,2.0
Charlie Walker,481,2.212058212058212,3
Dwayne Jusino,1723,2.262333139872316,3
Espanola Jackson,1483,2.2980445043830073,3
Marie L. Harrison,1166,2.3481989708404805,3.0
Rodney Hampton Jr.,1196,2.4573578595317724,3.0
Sala Chandler,276,2.5543478260869565,3.0
Sophie Maxwell,7997,1.9029636113542578,2
