Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,5700,2.1001754385964913,2.0
ANTHONY Di DONATO,192,2.4010416666666665,3.0
JASPER KINGETER,1278,2.3896713615023475,3.0
LINDA MAIO,3735,1.9349397590361446,2
MERRILIE MITCHELL,476,2.5399159663865545,3.0
writeIns,19,1.0526315789473684,1
