Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,53067,2.2182523979120736,3
BERNT RAINER WAHL,2331,2.6473616473616475,3
JACQUELYN MCCORMICK,6026,2.3670760039827416,3.0
KAHLIL ''DA MAYOR'' JACOBS-FANTAUZZI,2260,2.669026548672566,3.0
KRISS WORTHINGTON,11534,2.4734697416334317,3.0
MARK SCHWARTZ,11,2.8181818181818183,3
TOM BATES,28692,1.9927157395789767,2.0
ZACHARY RUNNINGWOLF,2023,2.568956994562531,3
writeIns,190,1.668421052631579,1.0
