Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,22484,2.3602117061021173,3.0
ANTHONY B. ''TONY'' SANTOS,7982,2.3099473816086196,3.0
JOHN R. PALAU,390,2.417948717948718,3.0
JOYCE RUTLEDGE STAROSCIAK,5206,2.3580484056857474,3.0
LOU FILIPOVICH,9,2.2222222222222223,3
SARA M. MESTAS,925,2.495135135135135,3
STEPHEN H. CASSIDY,7908,2.402124430955994,3.0
writeIns,64,1.34375,1.0
