Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,4759,2.246480353015339,3
BERNT RAINER WAHL,508,2.59251968503937,3.0
ERIC PANZER,186,2.71505376344086,3.0
JESSE ARREGUIN,2544,2.0797955974842766,2.0
JIM NOVOSEL,1496,2.356951871657754,3.0
writeIns,25,2.08,2
