Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,23275,2.3688506981740063,3
BENNY LEE,10271,2.3394022003699737,3
CHRIS CROW,5687,2.3908915069456658,3
DARLENE DAEVU,4655,2.4302900107411385,3
JUSTIN HUTCHISON,2434,2.4231717337715692,3.0
writeIns,228,1.3114035087719298,1.0
