Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,22351,2.252292962283567,3
BENJAMIN LANG,4391,2.372352539284901,3
JUMOKE HINTON HODGE,8905,2.202919708029197,3
KHARYSHI ''MS. K'' WIGINTON,7400,2.2328378378378377,2.0
LUCKY NARAIN,1616,2.3007425742574257,3.0
MISTY CROSS,39,1.6923076923076923,1
