Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,15065,2.099966810487886,2
BEVERLY WILLIAMS,1499,2.2114743162108073,3
LARRY E. REID,8725,2.0492836676217765,2
SHERYL WALTON,4734,2.174693705111956,2.0
writeIns,107,1.3644859813084111,1
