Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,6545,2.321466768525592,3
ALFRED TWU,695,2.5194244604316545,3
LORI DROSTE,3677,2.2230078868642917,2
MARY KAY LACEY,1990,2.413065326633166,3.0
RUSS TILLEMAN,183,2.551912568306011,3
