Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,9778,2.865003068112088,2.0
Bob Kiss,3809,2.9847729062746127,3
Hinda Miller,3106,2.810045074050225,2.0
Kevin Curley,2609,2.717133001149866,2
Louie the Cowman Beaudin,119,3.033613445378151,3
Loyal Ploof,57,3.56140350877193,3
writeIns,78,3.3846153846153846,3.0
