Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,9323,1.3900032178483321,1
SOPHIE HAHN,5821,1.4031953272633568,1
STEPHEN MURPHY,3502,1.3680753854940035,1.0
