Ballots with first choice:,Number of Ballots (excluding undervotes and ballots with first round overvote),Mean Valid Rankings Used (excluding duplicates),Median Valid Rankings Used (excluding duplicates)
Any candidate,11710,1.457472245943638,1.0
AIMEE ENG,8907,1.4304479622768609,1
WILLIAM ''BO'' GHIRARDELLI,2803,1.543346414555833,2
